0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,photos_class
0.0,0.0,0.0,-0.014484703540802002,0.019786596298217773,-0.006091927248476736,-0.03030616044998169,0.0367436408996582,-0.012046952336518757,-0.03861355781555176,0.05348706245422363,-0.01813815587708234,-0.04200255870819092,0.07065987586975098,-0.023712982028214924,-0.0553206205368042,0.0009089112281799316,-0.004237637925385229,-0.05384176969528198,0.0062277913093566895,-0.01147078124382972,-0.04180300235748291,0.010343015193939209,-0.01788265870460748,-0.0355948805809021,0.010330557823181152,-0.022175297677009098,-0.050802528858184814,-0.016269028186798096,-0.005753056216477148,-0.04771155118942261,-0.008989393711090088,-0.011603778764097683,-0.03570491075515747,-0.002567291259765625,-0.014644483640282147,-0.029740750789642334,-0.001091301441192627,-0.016469004168598644,-0.042316555976867676,-0.030438899993896484,-0.008310190937905304,-0.03906136751174927,-0.023011386394500732,-0.013215474388985626,-0.02866339683532715,-0.014417827129364014,-0.011784404120831482,-0.02388817071914673,-0.01155000925064087,-0.01045061980882167,-0.03206324577331543,-0.04216170310974121,-0.011747866473584168,-0.033235907554626465,-0.03754830360412598,-0.013427549577741615,-0.025458991527557373,-0.02772146463394165,-0.010057403310625546,-0.021040380001068115,-0.023437440395355225,-0.007295929897068731,dislike
0.0,0.0,0.0,-0.01641175150871277,0.03627389669418335,-0.028093094100796634,-0.04972732067108154,0.07240104675292969,-0.04525253186150735,-0.06730234622955322,0.10470318794250488,-0.058721572255336696,-0.075909823179245,0.13212841749191284,-0.06762706125303453,-0.12436753511428833,0.04181337356567383,-0.02214534962698167,-0.09864801168441772,0.04608619213104248,-0.04068361604734605,-0.067391037940979,0.03977388143539429,-0.0519154110006923,-0.0696987509727478,0.038405418395996094,-0.060657139962160045,-0.13005155324935913,0.015039205551147461,-0.019659856428944522,-0.09691044688224792,0.022322356700897217,-0.03850799808427041,-0.0636843740940094,0.019816935062408447,-0.04420379558726495,-0.07240894436836243,0.01903480291366577,-0.047802794819318706,-0.12026271224021912,-0.011617481708526611,-0.02043728726133054,-0.09680762887001038,-0.004171907901763916,-0.04018562669082826,-0.0672842264175415,-0.0038723349571228027,-0.03331867987438386,-0.07459604740142822,-0.0057176947593688965,-0.0274766461007232,-0.10562440752983093,-0.03462326526641846,-0.02392885657175725,-0.0968230664730072,-0.02904564142227173,-0.03486595312281793,-0.0739414393901825,-0.025137245655059814,-0.02729308614655679,-0.0755668580532074,-0.02685469388961792,-0.02064717570468133,dislike
0.0,0.0,0.0,-0.04344910383224487,0.048463642597198486,-0.002996640765218217,-0.11578100919723511,0.08287930488586426,-0.007517018607927639,-0.15846657752990723,0.11359834671020508,-0.019909909247530777,-0.1790105104446411,0.150654137134552,-0.0288259538552893,-0.1832837462425232,0.03423124551773071,0.017046674833522957,-0.23251217603683472,0.05791109800338745,-0.022071060045732338,-0.17362827062606812,0.0609932541847229,-0.046077916651142914,-0.13360464572906494,0.0547102689743042,-0.055229941635502655,-0.1841551661491394,0.008518099784851074,0.003720069051610153,-0.23570436239242554,0.034550249576568604,-0.03597810330904849,-0.16099470853805542,0.033759891986846924,-0.04533727306045421,-0.128551185131073,0.018085062503814697,-0.040634403257740814,-0.18325841426849365,-0.02335256338119507,-0.015334986402763207,-0.23898285627365112,0.0021685361862182617,-0.04724767643131145,-0.16911673545837402,0.003804504871368408,-0.03244793254054912,-0.1388447880744934,-0.012181222438812256,-0.01235466848231681,-0.17781001329421997,-0.06026118993759155,-0.03608744802988895,-0.23093217611312866,-0.041074931621551514,-0.047151504336966354,-0.1877942681312561,-0.02938133478164673,-0.0288672505608929,-0.159939706325531,-0.03696703910827637,-0.010196882552577335,dislike
0.0,0.0,0.0,0.05024823546409607,0.03632974624633789,-0.008253128911462682,0.10667645931243896,0.04973876476287842,-0.015694955076185124,0.14956089854240417,0.05785858631134033,-0.027711009319034474,0.17103004455566406,0.08020216226577759,-0.03751995571991529,0.14216914772987366,0.013057470321655273,-0.0029180719899954966,0.19165748357772827,0.008240759372711182,-0.031473027254548924,0.1480235755443573,0.01961541175842285,-0.04476706841131772,0.11999422311782837,0.02216315269470215,-0.04986377217909421,0.128684401512146,-0.011140197515487671,-0.010970390114096062,0.17040717601776123,-0.014053761959075928,-0.040243027444091695,0.11916705965995789,0.002587437629699707,-0.04450789996525373,0.09868142008781433,0.0030117928981781006,-0.04178999521872129,0.11068037152290344,-0.03515756130218506,-0.02258968138238515,0.1553007960319519,-0.03855636715888977,-0.051951823468414204,0.10559782385826111,-0.018604815006256104,-0.040232324685064214,0.08342921733856201,-0.01744040846824646,-0.025504946420994656,0.08725747466087341,-0.060721516609191895,-0.035035324926582234,0.12205219268798828,-0.05892053246498108,-0.048645509119239705,0.08915546536445618,-0.03953617811203003,-0.03395753883859243,0.06960424780845642,-0.03544452786445618,-0.020053567077127354,dislike
0.0,0.0,0.0,-0.038474082946777344,0.05355328321456909,-0.0007422960585472538,-0.08228343725204468,0.08960229158401489,-0.004162468841627742,-0.1096036434173584,0.12593024969100952,-0.012617023555890228,-0.12344354391098022,0.17129486799240112,-0.02044809412802806,-0.10779112577438354,0.006358623504638672,0.01353729899381051,-0.14166849851608276,0.019705235958099365,-0.005946234694079067,-0.11479443311691284,0.04037386178970337,-0.01948194567705741,-0.08945226669311523,0.04462641477584839,-0.02509337839330783,-0.1030045747756958,-0.02627342939376831,0.0048225681424582945,-0.14190661907196045,-0.017109572887420654,-0.015780558703795577,-0.10870391130447388,0.011318027973175049,-0.02344124381090751,-0.08190679550170898,0.013403713703155518,-0.023102173475876953,-0.09520280361175537,-0.061890482902526855,-0.007051097588941957,-0.13589859008789062,-0.05289626121520996,-0.025001568613902236,-0.10487222671508789,-0.02147465944290161,-0.02145260748113742,-0.07815122604370117,-0.018208861351013184,-0.01313536696727624,-0.08372414112091064,-0.09936249256134033,-0.019581967858925964,-0.12005347013473511,-0.08550995588302612,-0.027837458892122413,-0.10294806957244873,-0.056712567806243896,-0.021224539621130134,-0.08171606063842773,-0.05154544115066528,-0.013173526978448535,dislike
0.0,0.0,0.0,0.006389498710632324,0.020225435495376587,-0.008151279910634912,0.022630035877227783,0.04031148552894592,-0.01314830887986318,0.031984955072402954,0.057687073945999146,-0.01884013801736728,0.030532002449035645,0.072024405002594,-0.02295875005347625,0.05837273597717285,0.029080957174301147,-0.005047398767601408,0.07992580533027649,0.03202909231185913,-0.01586230114025966,0.05965036153793335,0.029103785753250122,-0.02151740170938865,0.04910188913345337,0.028253644704818726,-0.02401206657214061,0.06280067563056946,0.01632794737815857,-0.00643301816580788,0.08290144801139832,0.019127607345581055,-0.01594353295786277,0.06043374538421631,0.018107980489730835,-0.0168995597950925,0.051466137170791626,0.0171014666557312,-0.015870846956204332,0.06296283006668091,0.0034572184085845947,-0.009723317957650579,0.08440625667572021,0.00623813271522522,-0.019109914227556146,0.06387472152709961,0.006706297397613525,-0.014496468155812181,0.053483039140701294,0.005564063787460327,-0.009174801557492174,0.06036585569381714,-0.009324699640274048,-0.013950816503893293,0.07831528782844543,-0.008490949869155884,-0.019251888766120828,0.06612199544906616,-0.005677759647369385,-0.014868000670503534,0.057222843170166016,-0.00540587306022644,-0.010002442783843435,dislike
0.0,0.0,0.0,0.012766778469085693,0.02126210927963257,-0.012304535004684425,0.042789965867996216,0.042502522468566895,-0.020121678579041458,0.062417566776275635,0.06257039308547974,-0.028705812859723068,0.07009133696556091,0.08126932382583618,-0.03652389893252561,0.08430460095405579,0.01886904239654541,-0.006664422209748722,0.11583924293518066,0.0168992280960083,-0.02057190785128782,0.10208338499069214,0.02200990915298462,-0.03047813089508722,0.08592003583908081,0.024313032627105713,-0.035243896636554695,0.08520534634590149,0.0023688077926635742,-0.007689177393356061,0.11926668882369995,0.00029140710830688477,-0.019666580352375007,0.0983676016330719,0.006711065769195557,-0.024891175198742843,0.08008047938346863,0.007671475410461426,-0.026191903147289253,0.08104163408279419,-0.014329344034194946,-0.011117989066431022,0.11858797073364258,-0.01743254065513611,-0.022568125146815277,0.096549391746521,-0.009588271379470825,-0.02048524083513925,0.07602187991142273,-0.007916629314422607,-0.016228509935924507,0.07272151112556458,-0.03079286217689514,-0.01583714770097444,0.10197442770004272,-0.03262898325920105,-0.02449477264601896,0.0885888934135437,-0.024609744548797607,-0.0213595981331558,0.07158815860748291,-0.021699637174606323,-0.016723727676460243,dislike
0.0,0.0,0.0,0.022342652082443237,0.013290107250213623,-0.013589060259732832,0.048489511013031006,0.025270283222198486,-0.024714380828413596,0.06078252196311951,0.0409892201423645,-0.03593947025922262,0.06541797518730164,0.05714815855026245,-0.04492459106234037,0.10246390104293823,-0.013406753540039062,-0.006376001378271212,0.09477028250694275,-0.011543571949005127,-0.02356775696364366,0.07443144917488098,-0.004335939884185791,-0.0347866270222994,0.06848472356796265,-0.001795649528503418,-0.04050779747751676,0.09341311454772949,-0.03107839822769165,-0.007299518072727551,0.07586422562599182,-0.025022506713867188,-0.019464083341631522,0.0565967857837677,-0.014221131801605225,-0.02238127621797048,0.05680385231971741,-0.012927830219268799,-0.022439105761918654,0.07720842957496643,-0.04408752918243408,-0.01123735993144237,0.0587429404258728,-0.035835087299346924,-0.02105376529482328,0.043561577796936035,-0.024242103099822998,-0.017945753736171355,0.04442596435546875,-0.022786736488342285,-0.013978756358596911,0.0592648983001709,-0.0526728630065918,-0.017338354466232886,0.04394638538360596,-0.04645967483520508,-0.02010073917892896,0.03147658705711365,-0.03522539138793945,-0.01492359428641521,0.030827581882476807,-0.031703948974609375,-0.009345786040398707,dislike
0.0,0.0,0.0,0.007459044456481934,0.01777416467666626,-0.007710317478412776,0.022321254014968872,0.03299713134765625,-0.011958005235428004,0.03577703237533569,0.0440250039100647,-0.016603422679835944,0.03912770748138428,0.056070566177368164,-0.020270162590676932,0.05353963375091553,0.01516413688659668,-0.0032609096755180644,0.07724350690841675,0.013215065002441406,-0.01345761339449325,0.0639238953590393,0.01544862985610962,-0.020289770656162887,0.050957441329956055,0.01611119508743286,-0.023389858522349982,0.054367005825042725,0.0039348602294921875,-0.004422645878875642,0.08107298612594604,0.00036272406578063965,-0.013169311315650134,0.06444907188415527,0.003482222557067871,-0.016348279409939437,0.05182391405105591,0.005199432373046875,-0.016953553401762633,0.05154842138290405,-0.006457924842834473,-0.0073752816327754545,0.07322180271148682,-0.009307235479354858,-0.015831473612124114,0.058337509632110596,-0.00593411922454834,-0.01415471113556066,0.04737812280654907,-0.004150986671447754,-0.011078186661833911,0.04599487781524658,-0.016512513160705566,-0.011255184517139583,0.06276881694793701,-0.020315170288085938,-0.01600570357673803,0.053379714488983154,-0.01588013768196106,-0.013267660842174678,0.04413712024688721,-0.013199180364608765,-0.010058117427760749,dislike
0.0,0.0,0.0,-0.011433005332946777,0.04475736618041992,-0.019524692327394177,-0.03705090284347534,0.08790802955627441,-0.03192777629257648,-0.05161350965499878,0.1251695156097412,-0.04324559192420452,-0.052689194679260254,0.1582062840461731,-0.05119250412346332,-0.08930718898773193,0.06468057632446289,-0.0187368735230109,-0.1061738133430481,0.06575581431388855,-0.03359968657852619,-0.07005894184112549,0.05574992299079895,-0.036927592710270574,-0.06115543842315674,0.0559462308883667,-0.03858305956484287,-0.0964057445526123,0.033290356397628784,-0.018399015769972493,-0.11109447479248047,0.03741750121116638,-0.03457787330509632,-0.06929200887680054,0.030748069286346436,-0.034475770548596074,-0.06614214181900024,0.03388392925262451,-0.032643087909235646,-0.09834325313568115,0.001436382532119751,-0.02059570770026653,-0.11625736951828003,0.006147325038909912,-0.03753651748658626,-0.07554060220718384,0.003078550100326538,-0.02786586876274555,-0.0689648985862732,0.005758166313171387,-0.01934635336758106,-0.09517353773117065,-0.028706252574920654,-0.024492428407683065,-0.11351323127746582,-0.024347901344299316,-0.0327102958715102,-0.08322376012802124,-0.0208587646484375,-0.02284470643164127,-0.07329022884368896,-0.018050819635391235,-0.014673230939223458,dislike
